title,lead,director,genre,revenue,budget,profit_ratio,director_average_profit_ratio,lead_average_profit_ratio,lead_worked_in_genre_count,director_worked_in_genre_count,director_worked_with_lead_count
Caddyshack,233,230,3,39846344,6000000,6.641057333,2.807705291,3.037574221,9,6,2
The Virgin Suicides,480,536,6,10409377,6000000,1.734896167,1.736568462,0.791886926,1,4,1
Pee-wee's Big Adventure,484,76,2,40940662,6000000,6.823443667,2.832377782,6.823443667,1,2,1
The Guns of Navarone,488,546,4,28900000,6000000,4.816666667,3.20209351,3.563888889,1,1,1
Duel in the Sun,501,554,17,20400000,6000000,3.4,2.641111111,3.4,1,1,1
The Crush,111,167,6,13609396,6000000,2.268232667,1.527379553,1.994611264,1,1,1
The Transformers: The Movie,521,581,1,5849647,6000000,0.974941167,0.974941167,0.974941167,1,1,1
Mannequin,184,595,9,42721196,6000000,7.120199333,7.120199333,5.884590974,1,1,1
Colors,252,622,4,46616067,6000000,7.7693445,7.7693445,2.636630479,2,1,1
Ernest Saves Christmas,532,592,3,28202109,6000000,4.7003515,6.268406083,6.268406083,2,2,2
The Wizard,573,644,2,14278900,6000000,2.379816667,2.379816667,2.379816667,1,1,1
Donnie Darko,592,657,9,1270522,6000000,0.211753667,0.661435683,2.644049372,1,1,1
Novocaine,594,658,3,2025238,6000000,0.337539667,0.337539667,0.337539667,1,1,1
One-Eyed Jacks,155,674,17,4300000,6000000,0.716666667,0.716666667,0.842929904,1,1,1
War and Peace,159,554,6,12500000,6000000,2.083333333,2.641111111,3.305986191,3,2,1
A Prayer for the Dying,493,660,7,1432687,6000000,0.238781167,0.506647155,1.526672755,3,1,1
A Mighty Wind,680,761,3,18750246,6000000,3.125041,1.793438208,3.125041,1,2,1
Man's Best Friend,694,341,10,12974636,6000000,2.162439333,2.456742936,2.162439333,1,1,1
The Keep,696,4,10,3661757,6000000,0.610292833,1.643330469,0.610292833,1,1,1
The Pink Panther Strikes Again,187,193,3,33833201,6000000,5.638866833,2.60813014,7.002768117,1,5,2
Shattered Glass,716,790,6,2944752,6000000,0.490792,1.139113692,0.785375714,1,1,1
Only the Strong,729,602,4,3283371,6000000,0.5472285,2.189036322,0.5472285,1,2,1
The Cowboys,471,489,4,7500000,6000000,1.25,1.219508278,1.741304745,2,1,1
The Hitcher,761,842,4,5844868,6000000,0.974144667,0.974144667,1.086826375,1,1,1
Orca: The Killer Whale,783,201,6,14717854,6000000,2.452975667,4.076917815,2.452975667,1,1,1
Lionheart,5,602,4,24078196,6000000,4.013032667,2.189036322,2.467208398,8,2,2
Madea's Family Reunion,851,930,6,57231524,6000000,9.538587333,4.302133631,3.804852024,1,1,4
The Last King of Scotland,707,972,6,48027970,6000000,8.004661667,3.517537722,2.684954454,3,1,1
Daddy Day Camp,413,1012,3,18197398,6000000,3.032899667,3.032899667,1.407604626,2,1,1
Julia,945,1050,6,1300000,6000000,0.216666667,0.216666667,0.216666667,1,1,1
The Wackness,215,1066,6,2899975,6000000,0.483329167,2.453730783,1.60696129,2,1,1
The Wrestler,493,572,6,44703995,6000000,7.450665833,3.176731542,1.526672755,2,2,1
City Island,41,1126,6,6670712,6000000,1.111785333,1.111785333,0.597333607,2,1,1
Top Dog,498,1138,4,5093707,6000000,0.848951167,0.848951167,2.522912795,4,1,1
At Long Last Love,1064,689,3,1500000,6000000,0.25,0.320337159,0.25,1,2,1
The Guard,1081,1207,4,19560274,6000000,3.260045667,3.260045667,1.765062912,1,1,1
The Words,957,1271,6,13231461,6000000,2.2052435,2.2052435,3.421827831,4,1,1
Movie 43,552,383,3,32438988,6000000,5.406498,3.014471513,3.830961111,3,1,1
Veronica Mars,852,1339,3,3485127,6000000,0.5808545,0.5808545,0.989387081,2,1,1
Room,1248,1438,6,35401758,6000000,5.900293,5.900293,5.900293,1,1,1
We Are Your Friends,989,1446,6,11122090,6000000,1.853681667,1.853681667,3.269357361,3,1,1
Beasts of No Nation,1172,1449,6,9077700,6000000,1.51295,1.51295,1.655016374,2,1,1
The Lady in the Van,216,307,3,41387687,6000000,6.897947833,3.582775511,5.200802937,1,3,1
Bleed for This,1149,504,6,6174491,6000000,1.029081833,1.068007359,2.718284284,2,1,1
Risky Business,99,474,3,63541777,6200000,10.24867371,10.24867371,4.492738524,3,1,1
Return of the Living Dead Part II,564,629,3,9205924,6200000,1.484826452,1.484826452,1.484826452,1,1,1
The Terminator,68,221,4,78371200,6400000,12.2455,6.187762371,4.266287762,8,1,1
Hannah and Her Sisters,28,28,3,40084041,6400000,6.263131406,3.466213514,2.942049479,9,13,11
Young Adam,140,828,6,2500000,6400000,0.390625,1.761533167,1.496392764,4,1,1
My Week with Marilyn,1104,1229,6,35057696,6400000,5.477765,5.539781273,3.042373033,2,2,1
Bride Flight,1121,1254,6,2556911,6400000,0.399517344,0.399517344,0.399517344,1,1,1
Weekend at Bernie's,184,216,3,30218387,6500000,4.648982615,6.498254774,5.884590974,1,1,1
Sixteen Candles,333,365,3,23686027,6500000,3.644004154,6.87243384,2.265014344,1,3,1
Go,395,439,7,28451622,6500000,4.377172615,2.914597669,4.016378826,1,1,1
Detroit Rock City,410,457,3,4217115,6500000,0.648786923,0.478419019,0.648786923,1,2,1
Do the Right Thing,454,51,6,37295445,6500000,5.737760769,1.71770608,5.737760769,1,8,1
La Bamba,467,519,6,54215416,6500000,8.340833231,8.340833231,5.291626365,1,1,1
Marathon Man,72,326,12,21709020,6500000,3.339849231,5.584884204,5.482046743,1,1,2
On Her Majesty's Secret Service,487,544,2,81974493,6500000,12.61146046,12.61146046,12.61146046,1,1,1
Porky's II: The Next Day,491,433,3,33759266,6500000,5.193733231,2.998947248,3.736805782,2,2,1
At Close Range,252,205,7,2347000,6500000,0.361076923,1.727695006,2.636630479,1,4,1
Dressed to Kill,596,124,10,31899000,6500000,4.907538462,1.746499177,2.497596224,1,2,1
Narc,101,743,4,12633747,6500000,1.943653385,2.797946424,2.088996635,1,3,1
The Andromeda Strain,681,241,8,12376563,6500000,1.904086615,2.129958871,1.904086615,1,2,1
Boyz n the Hood,144,137,7,57504069,6500000,8.846779846,2.865572261,2.739667874,1,2,1
The Great Gatsby,265,355,6,26533200,6500000,4.082030769,2.189859779,2.63618583,8,1,1
A Home at the End of the World,578,847,13,1548955,6500000,0.238300769,0.819150385,1.660990887,2,1,1
Silver Streak,181,642,3,51079064,6500000,7.858317538,4.902938939,3.402513225,1,1,1
Layer Cake,801,875,6,11850214,6500000,1.823109846,2.398333203,1.694098838,2,1,1
Crash,55,892,6,98410061,6500000,15.14000938,6.043130023,4.648968252,3,1,1
Thank You for Smoking,678,934,3,24793509,6500000,3.814386,3.349801396,2.052336563,1,2,1
Friends with Money,860,941,3,13368437,6500000,2.056682615,2.056682615,2.056682615,1,1,1
The Wind That Shakes the Barley,878,961,6,22889018,6500000,3.521387385,3.521387385,2.080871722,1,1,1
The Messenger,1007,1141,6,1521261,6500000,0.234040154,0.234040154,0.429828062,1,1,1
Shame,1043,1224,6,17693675,6500000,2.722103846,6.036051923,1.687432959,3,2,1
The East,1147,1295,6,2401510,6500000,0.369463077,0.369463077,0.369463077,1,1,1
The Pyramid,1202,1363,10,13865435,6500000,2.133143846,2.133143846,2.133143846,1,1,1
The Work and the Glory II: American Zion,1297,1503,6,2025032,6500000,0.311543385,0.257701846,0.320585542,3,2,2
The Work and the Glory III: A House Divided,1297,1503,6,1325092,6500000,0.203860308,0.257701846,0.320585542,3,2,2
Jumping the Broom,1122,1255,3,37710610,6600000,5.713728788,3.736774001,4.177835512,2,1,1
Clouds of Sils Maria,136,1389,6,1851517,6600000,0.280532879,0.280532879,2.269706009,1,1,1
Infinitely Polar Bear,773,1416,3,1430655,6700000,0.213530597,0.213530597,3.310785885,2,1,1
Drop Dead Fred,188,220,3,13878334,6788000,2.044539481,2.044539481,2.044539481,1,1,1
Damien: Omen II,203,427,4,26518355,6800000,3.899758088,4.419660044,6.483212377,1,2,1
Dazed and Confused,97,71,3,7993039,6900000,1.158411449,2.914270055,0.887178141,2,6,1
House at the End of the Street,1137,1278,10,44287131,6900000,6.418424783,6.418424783,4.051996216,1,1,1
Flirting with Disaster,42,44,3,14702438,7000000,2.100348286,4.174495515,2.036789228,10,1,1
Desperado,49,30,12,25405445,7000000,3.629349286,2.592559936,2.267371268,1,1,4
Smoke,46,65,3,8349430,7000000,1.192775714,1.832136827,0.987301697,1,3,1
Jason's Lyric,92,116,7,20851521,7000000,2.978788714,2.978788714,2.978788714,1,1,1
Fargo,123,156,7,60611975,7000000,8.658853571,3.901257815,8.658853571,1,3,1
Bad Moon,190,222,10,1100000,7000000,0.157142857,0.157142857,0.157142857,1,1,1
A Nightmare on Elm Street 4: The Dream Master,290,9,10,72500000,7000000,10.35714286,2.024278008,6.514508158,6,2,1
The Last Temptation of Christ,305,10,6,8373585,7000000,1.196226429,2.209111404,0.899864673,1,10,1
The Secret of NIMH,330,364,9,14665733,7000000,2.095104714,6.118465313,2.095104714,1,1,1
Earthquake,213,428,4,79666653,7000000,11.38095043,10.69047521,7.391762533,3,1,1
In Too Deep,405,461,6,14011454,7000000,2.001636286,1.650519714,3.402539651,1,2,1
Outside Providence,414,464,13,7292175,7000000,1.041739286,1.041739286,1.041739286,1,1,1
Monkey Shines,424,472,12,5344577,7000000,0.763511,3.386368378,0.763511,1,1,1
Buffy the Vampire Slayer,446,500,4,16624456,7000000,2.374922286,2.374922286,1.33178522,1,1,1
Bull Durham,90,187,3,50888000,7000000,7.269714286,2.023127822,2.388660182,2,3,2
Eyes of Laura Mars,462,478,6,20000000,7000000,2.857142857,2.868921224,3.166596891,2,1,1
Arthur,367,528,3,95461682,7000000,13.63738314,13.63738314,5.060674506,1,1,1
American Psycho,477,531,12,34266564,7000000,4.895223429,4.895223429,2.329263613,3,1,1
The Big Kahuna,249,539,3,3728888,7000000,0.532698286,0.532698286,1.985302741,1,1,1
The Man with the Golden Gun,360,527,2,97572000,7000000,13.93885714,7.692428571,8.70743,5,1,1
Action Jackson,495,549,4,20256975,7000000,2.893853571,2.106169714,2.893853571,1,2,1
Losin' It,99,274,3,1246141,7000000,0.178020143,4.138155922,4.492738524,3,1,1
The Serpent and the Rainbow,234,37,10,19595031,7000000,2.799290143,3.246226044,1.386670693,2,7,1
The Wash,593,506,4,10229331,7000000,1.461333,1.4806665,1.461333,1,2,1
The Cat's Meow,406,689,6,3646994,7000000,0.520999143,0.320337159,1.688314905,3,1,1
Auto Focus,649,410,6,2062066,7000000,0.294580857,2.029285091,5.627242866,3,2,1
House of 1000 Corpses,679,760,10,16829545,7000000,2.404220714,3.460859683,2.404220714,1,3,1
The Other Side of Heaven,682,763,4,4720371,7000000,0.674338714,0.674338714,0.674338714,1,1,1
House of the Dead,711,787,10,13818181,7000000,1.974025857,0.864127686,1.974025857,1,1,1
Sylvia,148,789,6,10000000,7000000,1.428571429,2.331723414,2.837119046,5,1,1
The Green Berets,471,588,15,11000000,7000000,1.571428571,1.114880952,1.741304745,1,1,2
Everything is Illuminated,135,907,3,2697930,7000000,0.385418571,0.385418571,0.43495288,1,1,1
Capote,831,912,7,49084830,7000000,7.012118571,3.24008513,3.501652172,2,1,1
"Good Night, and Good Luck.",835,746,6,54600000,7000000,7.8,2.650925425,7.8,1,2,1
Dark Angel,534,549,4,9229401,7000000,1.318485857,2.106169714,0.6632437,4,2,1
Smart People,128,1047,3,10569964,7000000,1.509994857,1.509994857,3.139474424,3,1,1
Stargate: The Ark of Truth,952,1062,2,8900000,7000000,1.271428571,1.271428571,1.271428571,1,1,1
College,947,1081,3,6230276,7000000,0.890039429,0.890039429,0.814617343,1,1,1
A Serious Man,1013,156,3,31430334,7000000,4.490047714,3.901257815,4.490047714,1,6,1
Crazy Heart,34,1143,6,39462438,7000000,5.637491143,2.734118884,2.456809232,5,1,1
I Hope They Serve Beer in Hell,1027,1149,3,1429299,7000000,0.204185571,0.204185571,0.204185571,1,1,1
Last Night,717,1184,6,7644937,7000000,1.092133857,1.092133857,3.023450312,4,1,1
We Need to Talk About Kevin,933,1221,6,6038942,7000000,0.862706,0.862706,0.696764982,1,1,1
End of Watch,592,1054,7,48126384,7000000,6.875197714,3.442225935,2.644049372,3,1,1
Devil's Due,1179,1331,10,36433975,7000000,5.204853571,5.204853571,5.204853571,1,1,1
Beyond the Lights,1189,535,13,14618727,7000000,2.088389571,2.312974097,1.801325978,1,1,1
